x_position(cm),flux_mean,flux_std
4.880699999999998928e-02,9.892759013348743219e-03,1.275740545493137849e-05
4.918099999999998861e-02,9.890385916106669492e-03,1.331585557788799881e-05
4.955499999999998795e-02,9.889830130785943335e-03,1.337755053545364148e-05
4.992899999999998728e-02,9.893832025310030087e-03,1.332947275668151327e-05
5.030300000000000049e-02,9.895526948863147751e-03,1.367906309083073241e-05
5.067699999999999982e-02,9.901642346947866699e-03,1.290659239823386238e-05
5.105099999999999916e-02,9.900392809680512787e-03,1.316021816098162270e-05
5.142499999999999849e-02,9.902249968880044023e-03,1.298170020777884696e-05
5.179899999999999782e-02,9.898891925026133756e-03,1.389076337497596954e-05
5.217299999999999716e-02,9.899189264885826026e-03,1.336150583051660208e-05
5.254699999999999649e-02,9.891930565477550369e-03,1.409094223210112635e-05
5.292099999999999582e-02,9.898074251789523020e-03,1.488892073591169482e-05
5.329499999999999515e-02,9.896427791560963652e-03,1.436531366265286179e-05
5.366899999999999449e-02,9.890739978855818404e-03,1.416527653016264379e-05
5.404299999999999382e-02,9.887281389598602879e-03,1.335789318600580651e-05
5.441699999999999315e-02,9.893278991326246927e-03,1.264994888825312489e-05
5.479099999999999249e-02,9.895474722113876964e-03,1.306098081221122231e-05
5.516499999999999182e-02,9.888637307119035533e-03,1.270295110335983351e-05
5.553899999999999115e-02,9.897940809827490694e-03,1.249046910543834478e-05
5.591299999999999049e-02,9.898303665143760172e-03,1.260515790888140917e-05
5.628699999999998982e-02,9.902095310974863562e-03,1.269391613711069292e-05
5.666099999999998915e-02,9.895061040448481504e-03,1.296495628042299319e-05
5.703499999999998848e-02,9.902636511823485754e-03,1.349085692580649077e-05
5.740899999999998782e-02,9.898453843079460177e-03,1.230410514991471300e-05
5.778299999999998715e-02,9.896233909049499677e-03,1.205889237782916696e-05
5.815700000000000036e-02,9.893189140291165987e-03,1.274706239207624678e-05
5.853099999999999969e-02,9.898803619523286260e-03,1.207220796139308659e-05
5.890499999999999903e-02,9.898367238395345061e-03,1.344002361213071048e-05
5.927899999999999836e-02,9.892405512625549596e-03,1.363604614516779508e-05
5.965299999999999769e-02,9.889908036969286345e-03,1.374424606201274622e-05
6.002699999999999703e-02,9.890210116869264240e-03,1.352949432782045483e-05
6.040099999999999636e-02,9.900655911723496572e-03,1.328990478236955476e-05
6.077499999999999569e-02,9.897512239144923285e-03,1.189713605136118120e-05
6.114899999999999503e-02,9.898344708287758198e-03,1.207862236175832909e-05
6.152299999999999436e-02,9.896929733576635690e-03,1.319210499780038652e-05
6.189699999999999369e-02,9.896826820093547819e-03,1.306199558066778309e-05
6.227099999999999302e-02,9.904304755511551817e-03,1.354822796138439820e-05
6.264499999999999236e-02,9.905807503039877962e-03,1.447075639948472257e-05
6.301899999999999169e-02,9.898316409809523875e-03,1.379335146565767064e-05
6.339299999999999102e-02,9.908714045267776396e-03,1.424496204070216017e-05
6.376699999999999036e-02,9.905464034430133333e-03,1.464361427240738978e-05
6.414099999999998969e-02,9.910226784662303293e-03,1.452233426164471441e-05
6.451499999999998902e-02,9.912305177744580933e-03,1.441426675504710435e-05
6.488899999999998836e-02,9.913358627374335361e-03,1.307851744835421562e-05
6.526299999999998769e-02,9.910797574066076629e-03,1.291808617999866114e-05
6.563699999999998702e-02,9.909832317140878158e-03,1.282580789847854454e-05
6.601100000000000023e-02,9.899730496051138348e-03,1.411084511948641158e-05
6.638499999999999956e-02,9.898726598297118498e-03,1.384707137711758828e-05
6.675899999999999890e-02,9.898206832751279063e-03,1.340999757542542794e-05
6.713299999999999823e-02,9.896649191843510246e-03,1.304651788576136480e-05
6.750699999999999756e-02,9.892552267605426303e-03,1.423540576737837508e-05
6.788099999999999690e-02,9.892150517588340838e-03,1.428169915466034021e-05
6.825499999999999623e-02,9.893467373629538306e-03,1.371008132982961431e-05
6.862899999999999556e-02,9.894335658991660482e-03,1.338033675285971551e-05
6.900299999999999490e-02,9.893750663856939673e-03,1.367051593302240223e-05
6.937699999999999423e-02,9.890079191021682384e-03,1.257067546934373914e-05
6.975099999999999356e-02,9.894279442241192199e-03,1.262436860594190501e-05
7.012499999999999289e-02,9.891224431447145915e-03,1.338960649036051006e-05
7.049899999999999223e-02,9.893821002791758704e-03,1.379598599301885415e-05
7.087299999999999156e-02,9.898814648355860890e-03,1.312887600021665405e-05
7.124699999999999089e-02,9.891438018499234056e-03,1.371087188637293354e-05
7.162099999999999023e-02,9.895209237879256520e-03,1.397427037451258758e-05
7.199499999999998956e-02,9.895722779466296221e-03,1.436270522729510220e-05
7.236899999999998889e-02,9.895363013185881976e-03,1.327161837319608872e-05
7.274299999999998823e-02,9.899278919443177047e-03,1.339687539483257061e-05
7.311699999999998756e-02,9.890686103834258128e-03,1.295265667252648439e-05
7.349099999999998689e-02,9.905844942920240606e-03,1.361768795469449524e-05
7.386499999999998622e-02,9.906624770581112099e-03,1.410990567935405486e-05
7.423899999999998556e-02,9.895958721872256253e-03,1.468971138520885233e-05
7.461299999999999877e-02,9.898710784174353725e-03,1.443679588547625422e-05
7.498699999999999810e-02,9.904116942099680521e-03,1.242079292625134571e-05
7.536099999999999743e-02,9.902072632602476956e-03,1.247928072369571872e-05
7.573499999999999677e-02,9.900146068568416863e-03,1.247438051632846116e-05
7.610899999999999610e-02,9.898284259827618004e-03,1.324393299356390719e-05
7.648299999999999543e-02,9.899190090679160781e-03,1.218055478465194791e-05
7.685699999999999477e-02,9.909296222966568549e-03,1.121434919431753135e-05
7.723099999999999410e-02,9.904517983636463782e-03,1.147000409171862952e-05
7.760499999999999343e-02,9.896996364710424973e-03,1.274319589590853035e-05
7.797899999999999276e-02,9.893244960115663011e-03,1.297944407818195601e-05
7.835299999999999210e-02,9.896791881594787024e-03,1.321778355208003312e-05
7.872699999999999143e-02,9.893971947478159834e-03,1.311057734806890093e-05
7.910099999999999076e-02,9.894839986204028923e-03,1.381575478368694109e-05
7.947499999999999010e-02,9.892136473282620718e-03,1.318161494507325610e-05
7.984899999999998943e-02,9.888955797664127079e-03,1.326298667488936390e-05
8.022299999999998876e-02,9.896334645361555549e-03,1.354969203617173039e-05
8.059699999999998810e-02,9.897381047754011049e-03,1.324371673021712277e-05
8.097099999999998743e-02,9.900095473511285118e-03,1.390827663068154857e-05
8.134499999999998676e-02,9.899879716585428466e-03,1.351572726481474643e-05
8.171899999999998609e-02,9.897635266044323837e-03,1.313934302783737258e-05
8.209299999999998543e-02,9.895233295081533667e-03,1.367161434015777898e-05
8.246699999999999864e-02,9.895788691908800200e-03,1.307170958961753751e-05
8.284099999999999797e-02,9.901863256345370609e-03,1.361728143983266659e-05
8.321499999999999730e-02,9.899643120047240882e-03,1.284032739677280107e-05
8.358899999999999664e-02,9.898421493243183406e-03,1.189283328304350743e-05
8.396299999999999597e-02,9.890033418580926328e-03,1.234099595028831562e-05
8.433699999999999530e-02,9.893358941628925540e-03,1.304695204531305510e-05
8.471099999999999464e-02,9.891262994361341154e-03,1.310806645444966733e-05
8.508499999999999397e-02,9.893786335329295481e-03,1.382293187237397334e-05
8.545899999999999330e-02,9.894876025946585524e-03,1.377803292478872367e-05
8.583299999999999264e-02,9.894341806447645715e-03,1.280538123957922279e-05
8.620699999999999197e-02,9.891913785845278181e-03,1.257374570590830952e-05
8.658099999999999130e-02,9.890195012299542524e-03,1.240939963854861043e-05
8.695499999999999063e-02,9.894540831778672260e-03,1.284718017389007024e-05
8.732899999999998997e-02,9.895633489857249415e-03,1.308488479361850777e-05
8.770299999999998930e-02,9.887787207078042526e-03,1.250725386253559610e-05
8.807699999999998863e-02,9.887354640081981449e-03,1.357009336417782267e-05
8.845099999999998797e-02,9.891002367499578812e-03,1.304098624956977677e-05
8.882499999999998730e-02,9.886664452310529178e-03,1.366145573594420163e-05
8.919899999999998663e-02,9.885817771844744237e-03,1.317805529431339871e-05
8.957299999999998597e-02,9.889830799323528002e-03,1.350580952733143200e-05
8.994699999999998530e-02,9.894184433175022206e-03,1.331318599454362710e-05
9.032099999999999851e-02,9.900010521037441377e-03,1.334594163963959918e-05
9.069499999999999784e-02,9.896079236216123384e-03,1.294741112440823433e-05
9.106899999999999717e-02,9.893807200125268042e-03,1.456122130659395096e-05
9.144299999999999651e-02,9.893362343363102870e-03,1.329794390492156867e-05
9.181699999999999584e-02,9.897456594569926935e-03,1.390432662395383673e-05
9.219099999999999517e-02,9.897017233493119945e-03,1.337706320953312344e-05
9.256499999999999451e-02,9.897332810343158899e-03,1.408281762944851620e-05
9.293899999999999384e-02,9.899201295601791142e-03,1.438783403368972688e-05
9.331299999999999317e-02,9.896234386335108282e-03,1.443036458528104353e-05
